album_id	album_type	album_name	release_date	total_tracks	track_id	track_name	Genre	Language	duration_ms	popularity	is_explicit	artist_id	artist_name	Label
3sYwsCJwPSd35QWlyPv3IV	compilation	Pool Party 2022	8/9/2022	20	1aXhFM4vCsEDIeBLCSr8VQ	Calm Down			219813	6	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
21buhOkggBTSj5BwJFNc9L	compilation	Gute Laune Pop	7/1/2022	50	2rkx7yYiZf12UvlNBMA42q	Calm Down			219813	2	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
69fjW2kkkRA9EQSR2JKamS	compilation	TickTok Back To School 2022	10/11/2022	39	0a4ws8xtz438eE0wzKo4mD	Calm Down			219813	1	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
4t6Ock1msYfNC5HnU0yPm4	compilation	Top Trending Hits Vol. 6	6/17/2022	45	7lmKX8vuScCNXDf0aYXqRR	Calm Down			219813	5	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
2pqy9z9mhrgyGDeFcC8EIs	compilation	Release Round Up Vol.3	9/21/2022	30	4u3QPhmT9ORBa8JlOXf1XA	Calm Down			219813	7	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
0rTy6MY7mY5WDnFqWSo6LQ	compilation	Summer Hits 2022	5/27/2022	26	5CF6FAVquBaE81h2tLjldv	Calm Down			219813	10	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
0FSESRWniNPtwVQ40l9keY	compilation	Sweater Weather	10/5/2022	18	2sNw90ddMNQdZovpA2xjqI	Calm Down			219813	5	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
4YeDJ4JoEvnMzMYMpHpQh7	compilation	Hits France 2022 Vol.3	8/8/2022	23	40BV932Am6w3M2yluCnPWx	Calm Down			219813	5	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
7J91CCCgudugLrM4aLZGrp	compilation	Strand + Sonne	7/25/2022	55	7n2okVTKAX7LT4tw1ik2Er	Calm Down			219813	1	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
3PssFPI0EigeX58cU3VQN9	compilation	September Happiness	9/14/2022	22	15uZNHD7Z3h6sKn5nUvnC1	Calm Down			219813	6	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
4raFPI8WQolvNDwjleP02F	compilation	Urlaub	8/11/2022	80	3ukjm1ImH1Mfy2uds1u4EK	Calm Down			219813	5	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
3q6Z9jeZJthOteKgB9oiK2	compilation	Vaderdag 2022 | Papa Hits	6/6/2022	11	7KZkkbWjuQbVfkDaSUkpYL	Calm Down			219813	4	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
1ZfJoIH7xVP4DvFy2roaN9	compilation	Best of 2022	10/4/2022	24	0qNK77B3mF8JXP0ufHZRWh	Calm Down			219813	4	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
0U26oFdPT8v55a3WzUptFd	compilation	Good Travel Mood	8/26/2022	30	1IsH5fbpoqh11DG7JGPSWi	Calm Down			219813	6	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
6ZArcc6XCBh2sbMWaQfyjy	compilation	Music Juice Vol.3	9/21/2022	30	3iPlN2wK4MSSKRNtcfd3cg	Calm Down			219813	4	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
3moHXdI6Yy6M0uC0cOjtve	compilation	Pop Hits Fall 2022	9/29/2022	22	5x1AJCxk8WzTtxa3RoKo3o	Calm Down			219813	3	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
2eTo9wZdOcYeAGiqU78BZn	compilation	Gute Laune - Dance Hits	6/29/2022	47	2CHj7b4vGIlvmuZYM95rec	Calm Down			219813	4	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
47iZIYtSK2BZb3g1y4LV5y	compilation	Top Trending Romania - Vara 2022	10/7/2022	100	4uoBaPn0XBlb7b3bgnosXG	Calm Down			219813	4	FALSE	46pWGuE3dSwY3bMMXGBvVS	Rema	
